:Charles_Grafton_Page [http]    :Samuel_Morse [http]
:Barbara_Guest [http]   :Rachel_Blau_DuPlessis [http]
:August_Kundt [http]    :Richard_Adolf_Zsigmondy [http]
:Hubert_Selby,_Jr. [http]       :Richard_Price_(writer) [http]
:Alexander_Pushkin [http]       :Sergei_Yesenin [http]
:Brian_O'Nolan [http]   :Robert_Anton_Wilson [http]
:Colin_Wilson [http]    :Robert_Anton_Wilson [http]
:Robert_W._Chambers [http]      :Robert_Anton_Wilson [http]
:Siegfried_Sassoon [http]       :Robert_Graves [http]
:Rodney_Dangerfield [http]      :Robert_Klein [http]
:Sándor_Ferenczi [http] :Sigmund_Freud [http]
:Liviu_Rebreanu [http]  :Stephen_King [http]
