"Nicholas F. Benton","Luca Cardelli","Cédric Fournet",
"Joseph Henry Wegstein","Friedrich L. Bauer","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Charles Katz","Hermann Bottenbruch","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Julien Green","Michael Woodger",
"Simon Peyton Jones","Norman Ramsey","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Butler Lampson","PARC",
"Børge R. Christensen","Benedict Løfstedt",
"Keith Packard","Bart Massey",
"Microsoft SQL Server","Microsoft Research",
"SHARE","IBM",
"Michał Moskal","Kamil Skalski","Paweł Olszta","Leszek Pacholski",
"Xavier Leroy","Gérard Huet","Ascánder Suárez","Guy Cousineau","Michel Mauny","Pierre Weis",
"Phil Winterbottom","Rob Pike","Sean Dorward",
"Pierre Weis","Xavier Leroy","Gérard Huet","Ascánder Suárez","Guy Cousineau","Michel Mauny",
"Guy L. Steele","Gerald Jay Sussman",
"Ralph Griswold","David J. Farber","Ivan P. Polonsky",
"Brendan Eich","Ecma International",
"Alan Kay","Adele Goldberg","Daniel Henry Holmes Ingalls",
"Commissariat à l'énergie atomique et aux énergies alternatives","National Institute for Research in Computer Science and Control",
"David A. Wagner","Mark S. Miller",
"Paul Hudak","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Keith Clark","Francis McCabe",
"Roger Hui","Kenneth E. Iverson",
"Kamil Skalski","Michał Moskal","Paweł Olszta","Leszek Pacholski",
"Marc Bezem","Andrea Schaerf","Jacob Brunekree","Krzysztof Apt","Vincent Partington",
"Hanspeter Mössenböck","Niklaus Wirth",
"Olivetti","Digital Equipment Corporation",
"Charles Halpern-Hamu","James Cordy",
"Paul Graham","Robert Tappan Morris",
"Alan Perlis","Friedrich L. Bauer","John Backus","Klaus Samelson","Heinz Rutishauser","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Martin Odersky","Gilad Bracha","Philip Wadler","David Stoutamire","William Maddox",
"Charles Katz","Friedrich L. Bauer","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Hermann Bottenbruch","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Barbara Liskov","Massachusetts Institute of Technology",
"Gilad Bracha","Martin Odersky","Philip Wadler","David Stoutamire","William Maddox",
"Niklaus Wirth","Anders Hejlsberg","Apple Inc.","Acorn","DEC Systems Research Center","Hanspeter Mössenböck",
"Wally Feurzeig","Seymour Papert",
"Allen Newell","Herbert A. Simon","Cliff Shaw",
"Hermann Bottenbruch","Friedrich L. Bauer","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Charles Katz","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Dennis Ritchie","Bjarne Stroustrup","Brian Kernighan",
"Digital Equipment Corporation","Olivetti",
"Bart Massey","Keith Packard",
"Bell Labs","Brian Kernighan","Robert Fourer","David Gay",
"Vincent Partington","Andrea Schaerf","Jacob Brunekree","Krzysztof Apt","Marc Bezem",
"Andrei Alexandrescu","Walter Bright",
"David Stoutamire","Gilad Bracha","Martin Odersky","Philip Wadler","William Maddox",
"Benedict Løfstedt","Børge R. Christensen",
"David J. Farber","Ralph Griswold","Ivan P. Polonsky",
"Peter Naur","Friedrich L. Bauer","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Ric Holt","James Cordy","D.B. Wortman","D.T. Barnard","James Cordy","James Cordy","James Cordy","James Cordy","James Cordy",
"John McCarthy","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Ole-Johan Dahl","Kristen Nygaard",
"Thomas Johnsson","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Warren Burton",
"Cornelis H. A. Koster","Barry J. Mailloux","Adriaan van Wijngaarden","John E. L. Peck",
"Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green",
"John Hughes","Erik Meijer","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"John Launchbury","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Barry J. Mailloux","Adriaan van Wijngaarden","John E. L. Peck","Cornelis H. A. Koster",
"Julien Green","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Michael Woodger",
"Colin Runciman","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Perry R. Cook","Ge Wang",
"Robert Fourer","Bell Labs","Brian Kernighan","David Gay",
"DEC Systems Research Center","Acorn","Niklaus Wirth",
"Robert Tappan Morris","Paul Graham",
"Joseph Fasel","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Paweł Olszta","Kamil Skalski","Michał Moskal","Leszek Pacholski",
"Jie Huang Fu","Léon Bottou","Yann LeCun",
"Brian Kernighan","Alfred Aho","Peter J. Weinberger","Dennis Ritchie","Bell Labs","Robert Fourer","David Gay",
"John Backus","Friedrich L. Bauer","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger","Edward Wimmers","John Williams",
"David Gay","Bell Labs","Brian Kernighan","Robert Fourer",
"Klaus Samelson","Friedrich L. Bauer","John Backus","Alan Perlis","Heinz Rutishauser","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Robert Griesemer","Ken Thompson","Rob Pike",
"Cédric Fournet","Nicholas F. Benton","Luca Cardelli",
"Guy Cousineau","Xavier Leroy","Gérard Huet","Ascánder Suárez","Michel Mauny","Pierre Weis",
"Grace Hopper","Jean E. Sammet",
"Peter J. Weinberger","Alfred Aho","Brian Kernighan",
"Cliff Shaw","Herbert A. Simon","Allen Newell",
"Ivan P. Polonsky","David J. Farber","Ralph Griswold",
"Léon Bottou","Yann LeCun","Jie Huang Fu",
"Heinz Rutishauser","Friedrich L. Bauer","John Backus","Klaus Samelson","Alan Perlis","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Friedrich L. Bauer","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Robert Gentleman","Ross Ihaka",
"Walter Bright","Andrei Alexandrescu",
"Seymour Papert","Wally Feurzeig",
"Adele Goldberg","Alan Kay","Daniel Henry Holmes Ingalls",
"Luca Cardelli","Nicholas F. Benton","Cédric Fournet",
"Nico Habermann","William Wulf","D. B. Russell",
"Mark Jones","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Adriaan van Wijngaarden","Friedrich L. Bauer","Peter Naur","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Barry J. Mailloux","John E. L. Peck","Cornelis H. A. Koster","Friedrich L. Bauer","Peter Naur","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"John Peterson","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Mark S. Miller","David A. Wagner",
"Herbert A. Simon","Allen Newell","Cliff Shaw",
"Andrea Schaerf","Jacob Brunekree","Krzysztof Apt","Vincent Partington","Marc Bezem",
"James Gosling","Sun Microsystems",
"IBM","SHARE",
"Massachusetts Institute of Technology","Barbara Liskov",
"William Maddox","Gilad Bracha","Martin Odersky","Philip Wadler","David Stoutamire",
"Sun Microsystems","James Gosling",
"Ralf Hinze","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Thomas Johnsson","Warren Burton",
"Ecma International","Brendan Eich",
"Rob Pike","Ken Thompson","Robert Griesemer","Phil Winterbottom","Sean Dorward",
"Norman Ramsey","Simon Peyton Jones",
"Birger Møller-Pedersen","Kristen Nygaard",
"Krzysztof Apt","Andrea Schaerf","Jacob Brunekree","Vincent Partington","Marc Bezem",
"Lambert Meertens","Steven Pemberton","Leo Geurts",
"Thomas Eugene Kurtz","John Kemeny","John Kemeny",
"D.B. Wortman","James Cordy","Ric Holt","D.T. Barnard",
"Leo Geurts","Steven Pemberton","Lambert Meertens",
"Edward Wimmers","John Backus","John Williams",
"Donald D. Chamberlin","Raymond F. Boyce",
"Acorn","DEC Systems Research Center","Niklaus Wirth",
"Daniel Henry Holmes Ingalls","Alan Kay","Adele Goldberg",
"William Wulf","Nico Habermann","D. B. Russell",
"Gérard Huet","Xavier Leroy","Ascánder Suárez","Guy Cousineau","Michel Mauny","Pierre Weis",
"Don Syme","Microsoft Research",
"Kenneth E. Iverson","Roger Hui",
"Jacob Brunekree","Andrea Schaerf","Krzysztof Apt","Vincent Partington","Marc Bezem",
"John Kemeny","Thomas Eugene Kurtz","Thomas Eugene Kurtz",
"Vijay A. Saraswat","Ken Kahn",
"James Cordy","Ric Holt","D.B. Wortman","D.T. Barnard","Ric Holt","Ric Holt","Ric Holt","Ric Holt","Ric Holt","Charles Halpern-Hamu",
"Yann LeCun","Léon Bottou","Jie Huang Fu",
"Microsoft Research","Microsoft SQL Server","Don Syme",
"Ken Kahn","Vijay A. Saraswat",
"John Williams","John Backus","Edward Wimmers",
"Bjarne Stroustrup","Dennis Ritchie",
"Gerald Jay Sussman","Guy L. Steele",
"National Institute for Research in Computer Science and Control","Commissariat à l'énergie atomique et aux énergies alternatives",
"Brian Boutel","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Kevin Hammond","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","Dave Barton","John Launchbury","John Peterson","Joseph Fasel","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Dave Barton","Erik Meijer","John Hughes","Lennart Augustsson","Philip Wadler","Simon Peyton Jones","Paul Hudak","Alastair Reid","Brian Boutel","Colin Runciman","John Launchbury","John Peterson","Joseph Fasel","Kevin Hammond","Mark Jones","Ralf Hinze","Thomas Johnsson","Warren Burton",
"Friedrich L. Bauer","John Backus","Klaus Samelson","Alan Perlis","Heinz Rutishauser","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Joseph Henry Wegstein","Julien Green","Michael Woodger","Peter Naur","Adriaan van Wijngaarden","John Backus","Klaus Samelson","Alan Perlis","John McCarthy","Heinz Rutishauser","Bernard Vauquois","Charles Katz","Hermann Bottenbruch","Joseph Henry Wegstein","Julien Green","Michael Woodger",
"Alfred Aho","Peter J. Weinberger","Brian Kernighan",
"Michel Mauny","Xavier Leroy","Gérard Huet","Ascánder Suárez","Guy Cousineau","Pierre Weis",
"John E. L. Peck","Barry J. Mailloux","Adriaan van Wijngaarden","Cornelis H. A. Koster",
"Jean E. Sammet","Grace Hopper",
