Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
CONTANGO OIL & GAS CO,15.357000350952148,15.420999526977539,15.664999961853027,15.664999961853027,15.664999961853027,15.664999961853027,15.6850004196167,15.842000007629395,15.864999771118164,15.829000473022461,15.829000473022461,15.829000473022461,16.3179931640625,16.880996704101562,16.819992065429688,16.345993041992188,16.039993286132812,16.02099609375,15.96500015258789,15.95300006866455,15.071000099182129,15.015999794006348,14.99899959564209,14.99899959564209,14.718000411987305,14.715999603271484,13.42300033569336,13.208000183105469,13.12600040435791,13.005000114440918,12.310999870300293,12.10099983215332,9.439000129699707,9.302000045776367,9.295999526977539,9.26200008392334,9.053000450134277,9.043000221252441,9.043000221252441,8.930000305175781,11.505000114440918,11.503000259399414,11.501999855041504,11.487000465393066,11.470000267028809,11.465995788574219,10.1985,8.7485,8.7005
CONVERGYS CORP,115.39999389648438,120.16099548339844,120.00900268554688,121.33999633789062,122.09999084472656,121.80000305175781,124.0,123.66799926757812,123.09999084472656,122.97000122070312,122.8489990234375,122.67599487304688,122.09999084472656,122.0,121.82398986816406,125.19999694824219,128.1999969482422,131.1999969482422,136.3000030517578,136.89999389648438,136.5,138.1999969482422,138.6999969482422,139.8000030517578,139.89999389648438,139.6999969482422,140.0,142.39999389648438,142.0,141.60000610351562,143.0,143.3000030517578,143.1999969482422,143.0,143.0,151.1999969482422,155.60000610351562,156.6999969482422,166.39999389648438,168.5,169.39999389648438,171.6999969482422,170.8000030517578,155.8000030517578,154.4,153.8,153.3,152.7,152.42
COOPER COMPANIES INC,47.35499572753906,47.84599304199219,47.73500061035156,46.93299865722656,46.19099426269531,45.826995849609375,45.6619873046875,45.572998046875,45.412994384765625,45.243988037109375,45.180999755859375,45.180999755859375,45.1669921875,45.128997802734375,45.00299072265625,44.990997314453125,44.98799133300781,44.868988037109375,44.79998779296875,44.72698974609375,44.58399963378906,44.54798889160156,44.5369873046875,44.529998779296875,44.51399230957031,44.430999755859375,44.17999267578125,44.1199951171875,43.90998840332031,32.75099182128906,32.72499084472656,32.6719970703125,32.39799499511719,32.08299255371094,31.4429931640625,31.118988037109375,30.9119873046875,30.209999084472656,30.649999618530273,30.586000442504883,30.450000762939453,30.43000030517578,30.275999069213867,29.892000198364258,29.148000717163086,28.92,28.594,28.386,28.218
COOPER INDUSTRIES PLC,158.31500244140625,158.1009979248047,164.98199462890625,165.02099609375,164.13099670410156,162.70199584960938,166.7429962158203,167.5260009765625,167.31700134277344,166.83099365234375,166.73899841308594,166.4770050048828,166.9080047607422,173.31399536132812,173.99400329589844,174.01400756835938,179.45399475097656,180.0709991455078,183.6929931640625,183.04400634765625,182.281982421875,181.82000732421875,183.07400512695312,184.8079833984375,183.11398315429688,183.24798583984375,185.23599243164062,185.697998046875,185.08798217773438,182.88998413085938,183.3599853515625,184.57598876953125,187.59597778320312,186.31198120117188,183.89599609375,183.46200561523438,183.41799926757812,184.3079833984375,186.2919921875,186.11798095703125,187.52398681640625,187.33798217773438,187.302001953125,187.22198486328125,186.826,186.662,186.444,186.356,188.4
COPART INC,126.5260009765625,130.1099853515625,132.01199340820312,137.88800048828125,140.39797973632812,164.37197875976562,168.72598266601562,168.66598510742188,168.4739990234375,168.2919921875,167.87799072265625,167.37600708007812,167.32000732421875,166.67398071289062,166.54998779296875,170.885986328125,176.33798217773438,178.083984375,176.66799926757812,182.57400512695312,182.4639892578125,181.10800170898438,180.88998413085938,180.69998168945312,180.47000122070312,180.89199829101562,180.67599487304688,180.44000244140625,180.31198120117188,180.18600463867188,180.1519775390625,179.52999877929688,178.239990234375,177.9320068359375,179.7659912109375,179.54598999023438,184.89199829101562,184.52999877929688,184.47998046875,181.98800659179688,181.3800048828125,167.08799743652344,166.0019989013672,165.41697692871094,165.07196044921875,163.6859893798828,163.659,161.976,161.373
CORELOGIC INC,106.54399108886719,106.54399108886719,106.48100280761719,106.38200378417969,114.968994140625,115.49899291992188,117.00099182128906,116.97200012207031,103.84599304199219,103.28298950195312,93.57899475097656,93.35699462890625,93.19000244140625,92.96299743652344,92.864990234375,92.593994140625,92.21199035644531,91.83000183105469,92.11399841308594,95.75999450683594,96.78900146484375,96.48399353027344,95.99899291992188,96.23399353027344,95.79798889160156,95.86000061035156,95.70999145507812,94.97898864746094,94.74800109863281,90.05799865722656,88.89199829101562,88.88499450683594,81.44599914550781,78.82598876953125,77.84300231933594,77.468994140625,75.93699645996094,73.63600158691406,72.1719970703125,71.55699157714844,71.27499389648438,68.69400024414062,68.30000305175781,67.552001953125,64.87300109863281,63.887,63.552,63.486,63.347
CORINTHIAN COLLEGES INC,84.89299011230469,84.84300231933594,84.61199951171875,84.61199951171875,84.38600158691406,84.6409912109375,88.12899780273438,88.0260009765625,87.66600036621094,87.593994140625,87.08499145507812,86.97599792480469,85.74099731445312,85.58000183105469,85.218994140625,85.1409912109375,85.05699157714844,84.718994140625,84.5159912109375,85.4739990234375,86.30599975585938,86.33999633789062,86.23799133300781,86.06900024414062,88.0,91.40499877929688,91.20199584960938,90.97599792480469,90.61099243164062,90.38099670410156,90.30499267578125,90.11000061035156,89.49398803710938,88.17599487304688,87.64398193359375,87.55599975585938,87.14599609375,86.39599609375,85.90798950195312,85.73199462890625,85.343994140625,84.9759521484375,84.8919677734375,84.79595947265625,82.38397216796875,82.80000305175781,82.792,82.776,82.768
CORN PRODUCTS INTL INC,75.88299560546875,75.74299621582031,76.65199279785156,76.33000183105469,76.02299499511719,75.489990234375,75.25199890136719,75.27400207519531,74.38600158691406,74.27099609375,74.14199829101562,74.08200073242188,74.04299926757812,73.98399353027344,73.8699951171875,73.41000366210938,73.25099182128906,74.34999084472656,74.32499694824219,73.71499633789062,73.07598876953125,72.968994140625,72.1409912109375,72.83499145507812,72.56399536132812,72.49699401855469,73.58000183105469,73.95999145507812,73.29998779296875,72.61599731445312,71.22000122070312,68.823974609375,68.50399780273438,68.29998779296875,72.08599853515625,68.16998291015625,67.57998657226562,71.3280029296875,71.2239990234375,71.05398559570312,70.81198120117188,70.67999267578125,70.61199951171875,70.57998657226562,70.536,70.334,70.342,70.356,73.912
CORNING INC,1515.0,1515.0,1569.0,1568.0,1567.0,1561.0,1559.0,1558.0,1556.0,1553.0,1550.0,1550.0,1549.0,1548.0,1547.0,1571.0,1568.0,1568.0,1571.0,1573.0,1568.0,1565.0,1556.0,1552.0,1547.0,1536.0,1518.0,1471.0,1422.0,1408.0,1401.0,1394.0,1372.0,1343.0,1330.0,1263.0,1206.0,1197.0,1148.0,926.0,923.0,921.0,922.0,923.0,924.0,924.1,882.8009999999999,879.9000000000001,832.8000000000001
CORP OFFICE PPTYS TR INC,71.45799255371094,72.01100158691406,71.98699951171875,71.89199829101562,67.10398864746094,66.93199157714844,59.40599060058594,59.287994384765625,58.92698669433594,58.342987060546875,58.25,58.016998291015625,54.37098693847656,51.78999328613281,51.529998779296875,47.701995849609375,47.615997314453125,47.365997314453125,47.345001220703125,47.154998779296875,46.87998962402344,42.89799499511719,42.81098937988281,42.373992919921875,40.243988037109375,39.92698669433594,39.55799865722656,37.19099426269531,37.042999267578125,36.84199523925781,36.63499450683594,33.95098876953125,30.975997924804688,29.396987915039062,29.360992431640625,29.176986694335938,23.7659912109375,23.605987548828125,23.582992553710938,23.235992431640625,22.771987915039062,20.647994995117188,20.525985717773438,20.525985717773438,20.429000854492188,20.409,20.407,18.544,18.529
CORPORATE EXECUTIVE BRD CO,33.30198669433594,33.29399108886719,34.545989990234375,34.47999572753906,34.321990966796875,34.30299377441406,34.26799011230469,34.162994384765625,34.14698791503906,34.13999938964844,34.128997802734375,34.08299255371094,34.04399108886719,34.032989501953125,34.02099609375,34.07499694824219,34.993988037109375,35.45899963378906,36.15599060058594,37.40199279785156,38.947998046875,39.037994384765625,40.26399230957031,40.01499938964844,39.483001708984375,39.52198791503906,39.8909912109375,40.050994873046875,38.930999755859375,38.9639892578125,39.02299499511719,36.89898681640625,37.282989501953125,37.27099609375,37.360992431640625,37.36299133300781,37.18299865722656,37.15399169921875,37.105987548828125,36.964996337890625,34.89799499511719,34.75599670410156,34.74198913574219,34.17399597167969,31.144,30.951,30.92,30.784,27.14
CORRECTIONS CORP AMER,99.52799987792969,99.60800170898438,107.16899108886719,108.093994140625,109.75399780273438,110.12100219726562,112.12300109863281,114.66299438476562,115.96199035644531,115.48199462890625,115.18099975585938,115.14900207519531,124.67298889160156,125.59700012207031,125.302001953125,124.96499633789062,124.47200012207031,124.05099487304688,123.68399047851562,122.74197387695312,122.083984375,121.33999633789062,120.78300476074219,120.28500366210938,119.08200073242188,118.65596008300781,118.10696411132812,117.38699340820312,106.24497985839844,105.70500183105469,105.55499267578125,105.41697692871094,105.05996704101562,105.08697509765625,105.0479736328125,84.30899047851562,83.95797729492188,83.96699523925781,83.969970703125,83.93399047851562,83.75999450683594,75.39596557617188,75.41098022460938,73.1622007831811,70.61490280598402,35.56620141327381,35.52240141153336,35.51820141136646,35.51820141136646
CORVEL CORP,11.371999740600586,11.46500015258789,11.57800006866455,11.630999565124512,11.66100025177002,11.833999633789062,11.907999992370605,12.027000427246094,12.140000343322754,12.406000137329102,12.920999526977539,12.916999816894531,12.972000122070312,13.734000205993652,13.758000373840332,13.793000221252441,13.730999946594238,13.861000061035156,13.97599983215332,13.961000442504883,14.020999908447266,13.992000102996826,14.125499725341797,14.125499725341797,14.109000205993652,14.524499416351318,14.863500595092773,15.10949993133545,15.461999416351318,15.682499885559082,15.797999382019043,15.885000228881836,15.799499988555908,15.874500274658203,15.925499439239502,15.940499782562256,16.045499324798584,16.094999313354492,16.22249937057495,16.27050018310547,16.492499828338623,16.544999599456787,16.667999982833862,16.85025,16.95375,17.127,17.21475,17.4285,17.667
COSTCO WHOLESALE CORP,433.875,435.25390625,434.265869140625,437.73486328125,437.163818359375,436.3369140625,433.510009765625,440.574951171875,440.37890625,439.324951171875,435.973876953125,434.867919921875,434.02685546875,433.169921875,432.512939453125,435.055908203125,434.22998046875,434.9619140625,437.012939453125,440.22998046875,449.326904296875,455.391845703125,462.27880859375,469.802001953125,469.635009765625,475.827880859375,472.47998046875,479.286865234375,477.39990234375,471.872802734375,462.636962890625,459.389892578125,458.77587890625,457.79296875,457.47900390625,456.747802734375,456.039794921875,455.77099609375,455.324951171875,454.677001953125,453.85986328125,452.366943359375,451.75390625,450.614013671875,449.798828125,447.9619140625,447.297,449.937,446.401
COUSINS PROPERTIES INC,103.70199584960938,103.7139892578125,103.7139892578125,103.63099670410156,103.39199829101562,102.63499450683594,101.76699829101562,100.86599731445312,99.78199768066406,98.97000122070312,52.292999267578125,51.34199523925781,51.35198974609375,51.38299560546875,51.33599853515625,51.2919921875,51.279998779296875,51.858001708984375,51.792999267578125,52.01799011230469,51.74800109863281,51.51899719238281,50.87199401855469,50.73199462890625,50.66600036621094,50.54998779296875,50.459991455078125,50.32398986816406,50.09199523925781,49.740997314453125,49.095001220703125,48.99598693847656,48.834991455078125,48.571990966796875,48.490997314453125,48.342987060546875,48.386993408203125,48.6669921875,49.93499755859375,49.66099548339844,49.42498779296875,49.20098876953125,49.55198669433594,49.347991943359375,49.211,48.702000000000005,48.619499999999995,48.4935,48.260999999999996
COVANCE INC,60.842987060546875,60.753997802734375,60.722991943359375,60.64299011230469,60.26499938964844,64.80400085449219,64.72000122070312,64.61099243164062,64.10600280761719,63.99198913574219,63.9169921875,63.84599304199219,63.29798889160156,63.25299072265625,62.957000732421875,62.81700134277344,64.0419921875,63.83399963378906,63.67799377441406,63.498992919921875,63.94099426269531,63.94599914550781,63.70399475097656,63.511993408203125,62.80999755859375,62.55499267578125,62.27398681640625,62.98399353027344,62.261993408203125,62.375,62.58799743652344,62.79100036621094,62.524993896484375,61.79899597167969,61.485992431640625,61.345001220703125,60.56298828125,59.819000244140625,60.322998046875,60.10699462890625,59.80799865722656,59.39698791503906,58.80198669433594,58.10699462890625,57.795,57.68,57.303,57.127,57.03
COVENTRY HEALTH CARE INC,141.1719970703125,141.1719970703125,144.2899932861328,148.4510040283203,148.22500610351562,149.427001953125,148.4429931640625,148.427001953125,147.96099853515625,147.99000549316406,147.98800659179688,149.56199645996094,148.46800231933594,148.28799438476562,148.89700317382812,151.6790008544922,151.66900634765625,154.63600158691406,155.33099365234375,154.8260040283203,156.2949981689453,159.4409942626953,159.35699462890625,158.89500427246094,160.50100708007812,162.7169952392578,162.4544906616211,161.9070053100586,161.06698608398438,135.31798553466797,134.65198516845703,134.39698791503906,132.95700073242188,135.85724258422852,135.10574340820312,134.78847885131836,132.67573928833008,132.27298736572266,134.70072555541992,134.84698104858398,132.4867401123047,147.65175247192383,147.48297500610352,145.77075576782227,146.51775741577148,146.4795,133.51500000000001,131.90625,131.69025000000002
COVIDIEN PLC,482.86181640625,482.86181640625,481.9580078125,493.00390625,495.325927734375,493.593994140625,495.080810546875,501.198974609375,501.031982421875,500.016845703125,499.0498046875,502.044921875,503.992919921875,503.880859375,503.161865234375,500.9580078125,499.06884765625,498.288818359375,497.52978515625,496.868896484375,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
CRACKER BARREL OLD CTRY STOR,22.991989135742188,22.9169921875,22.840988159179688,22.951995849609375,23.189987182617188,23.092987060546875,22.732986450195312,23.826995849609375,22.802993774414062,22.811996459960938,22.722991943359375,22.604995727539062,22.393997192382812,22.375991821289062,22.324996948242188,22.147994995117188,22.133987426757812,23.738998413085938,23.673995971679688,24.642990112304688,26.129989624023438,31.188995361328125,30.926986694335938,47.6619873046875,47.16499328613281,46.72698974609375,46.6199951171875,47.167999267578125,47.878997802734375,48.322998046875,48.76899719238281,48.70599365234375,49.766998291015625,48.88499450683594,47.87300109863281,48.35099792480469,49.36000061035156,49.62199401855469,50.27198791503906,52.503997802734375,55.43199157714844,55.25099182128906,55.02699279785156,55.69099426269531,56.32798767089844,56.701995849609375,62.668,57.074,58.634
CRANE CO,57.61399841308594,57.61399841308594,58.07099914550781,57.989990234375,58.19499206542969,58.16099548339844,58.39599609375,58.766998291015625,58.80198669433594,58.52699279785156,58.46099853515625,58.47698974609375,58.44099426269531,58.489990234375,59.83099365234375,59.78399658203125,59.610992431640625,60.16099548339844,59.96299743652344,59.631988525390625,59.631988525390625,60.472991943359375,60.98399353027344,61.16099548339844,60.717987060546875,60.407989501953125,60.082000732421875,59.6719970703125,59.555999755859375,59.20298767089844,59.01399230957031,58.99299621582031,59.26799011230469,59.675994873046875,59.32798767089844,59.28399658203125,59.30198669433594,59.447998046875,59.808990478515625,59.81599426269531,59.8389892578125,59.68998718261719,59.6669921875,59.58299255371094,59.6510009765625,60.426,60.351,60.757,60.602
CREE INC,116.09700012207031,116.09700012207031,115.93899536132812,109.60699462890625,109.44499206542969,109.30799865722656,108.38699340820312,108.00199890136719,107.39498901367188,106.02400207519531,103.47299194335938,89.65899658203125,88.74899291992188,88.11299133300781,88.32699584960938,88.08799743652344,89.66499328613281,85.59100341796875,85.26998901367188,84.67500305175781,76.65499877929688,76.60198974609375,77.10099792480469,77.22698974609375,77.00700378417969,76.15399169921875,75.7659912109375,75.5679931640625,75.18598937988281,76.52299499511719,73.84100341796875,73.2449951171875,74.20599365234375,73.73599243164062,74.20700073242188,74.12699890136719,73.28999328613281,73.24198913574219,72.76699829101562,72.72898864746094,73.02200317382812,72.59100341796875,72.37998962402344,72.90699768066406,72.68598937988281,71.57699584960938,71.03399658203125,70.696,66.284
CROCS INC,89.89599609375,89.80699157714844,89.72599792480469,89.38999938964844,88.41099548339844,88.06599426269531,87.13699340820312,86.48199462890625,85.70399475097656,85.66000366210938,85.64299011230469,85.62100219726562,83.8699951171875,83.01998901367188,82.99699401855469,82.80799865722656,82.66400146484375,82.197998046875,82.00399780273438,81.01998901367188,79.82998657226562,78.68197631835938,77.70199584960938,76.823974609375,76.55398559570312,76.55398559570312,34.605987548828125,@NA,@NA,0.0,@NA,@NA,@NA,0.0,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
CROSS COUNTRY HEALTHCARE INC,30.811996459960938,31.199996948242188,31.199996948242188,31.099990844726562,31.102996826171875,31.099990844726562,31.099990844726562,31.0,31.008987426757812,30.79998779296875,30.79998779296875,30.79998779296875,30.774993896484375,30.79998779296875,30.699996948242188,30.655990600585938,31.57598876953125,31.899993896484375,32.0,32.09999084472656,32.0989990234375,32.0,32.09999084472656,32.09999084472656,32.13299560546875,32.19999694824219,32.20399475097656,32.20399475097656,32.20399475097656,32.0,32.0,32.0,31.801986694335938,32.19999694824219,32.19999694824219,32.274993896484375,32.22999572753906,32.64799499511719,30.0,30.0,32.21199035644531,32.19599914550781,23.20599365234375,@NA,23.205,@NA,@NA,@NA,@NA
CROWN CASTLE INTL CORP,284.448974609375,284.448974609375,284.495849609375,287.098876953125,290.7177734375,290.825927734375,290.91796875,290.2509765625,291.23095703125,292.72998046875,291.178955078125,290.79296875,290.52587890625,288.4638671875,288.58984375,282.65478515625,282.3359375,282.5068359375,285.123779296875,284.635986328125,284.141845703125,202.08099365234375,201.88999938964844,206.77000427246094,216.01100158691406,214.18899536132812,213.6739959716797,217.33799743652344,225.51699829101562,224.06399536132812,223.64199829101562,225.29600524902344,222.15499877929688,220.75799560546875,219.43600463867188,218.9499969482422,223.66400146484375,215.98300170898438,215.35699462890625,221.47000122070312,220.38699340820312,218.8040008544922,215.82000732421875,214.5189971923828,213.69200134277344,198.912,197.197,166.199,160.153
CRYOLIFE INC,27.801986694335938,27.801986694335938,28.138992309570312,28.0469970703125,27.931991577148438,27.900985717773438,28.1669921875,28.43499755859375,28.635986328125,28.474990844726562,28.441986083984375,28.368988037109375,28.246994018554688,28.146987915039062,28.105987548828125,27.979995727539062,27.78399658203125,27.576995849609375,27.539993286132812,27.454986572265625,25.071990966796875,24.906997680664062,24.88800048828125,24.808990478515625,24.77398681640625,24.689987182617188,24.177993774414062,24.08599853515625,23.4639892578125,23.414993286132812,23.313995361328125,23.264999389648438,23.227996826171875,19.758987426757812,19.704986572265625,19.67498779296875,19.634994506835938,19.573989868164062,19.501998901367188,19.55499267578125,19.485000610351562,18.885986328125,18.864990234375,18.794998168945312,18.75,18.721,18.6675,18.549,18.438
CSG SYSTEMS INTL INC,33.821990966796875,34.07899475097656,34.608001708984375,34.592987060546875,34.12098693847656,34.07899475097656,34.02799987792969,34.05999755859375,35.12599182128906,35.11299133300781,35.12199401855469,35.110992431640625,34.720001220703125,34.980987548828125,34.93699645996094,34.91499328613281,34.274993896484375,37.13600158691406,42.545989990234375,44.33399963378906,46.832000732421875,47.40699768066406,47.75099182128906,47.95298767089844,47.88600158691406,48.819000244140625,49.41400146484375,50.425994873046875,51.0159912109375,51.07798767089844,52.02899169921875,53.77899169921875,53.787994384765625,52.32499694824219,52.29998779296875,52.261993408203125,51.72698974609375,51.68199157714844,52.71199035644531,52.67698669433594,52.66400146484375,53.34199523925781,53.1719970703125,52.391998291015625,52.53,51.587,51.397,51.279,51.639
CSX CORP,1039.157958984375,1049.156982421875,1049.952880859375,1095.281982421875,1102.763671875,1111.025390625,1122.554443359375,1138.94091796875,1167.677490234375,1180.3798828125,1177.676513671875,1176.56982421875,1174.3798828125,1171.57763671875,1183.406982421875,1222.925537109375,1214.666748046875,1223.592041015625,1261.2744140625,1317.032958984375,1311.470947265625,1313.291748046875,1305.545654296875,1330.5899963378906,1329.5159912109375,1309.218017578125,1303.4339904785156,1301.7600402832031,1299.3660278320312,1293.1740417480469,1288.9739685058594,1288.8839721679688,1288.0799560546875,1290.4259948730469,1284.1139831542969,1283.7840270996094,1282.31396484375,1288.1219787597656,1278.1799926757812,1277.3160095214844,1274.1719970703125,1282.1280212402344,1278.9720153808594,1278.4320373535156,1280.3759765625,1276.4279999999999,1301.97,1312.53,1310.718
CTS CORP,34.06599426269531,34.06599426269531,34.321990966796875,34.43199157714844,34.32899475097656,34.196990966796875,34.18299865722656,34.17298889160156,33.97999572753906,33.89299011230469,33.875,33.8699951171875,33.74800109863281,33.71199035644531,33.709991455078125,33.72599792480469,33.63499450683594,34.313995361328125,35.30699157714844,35.61399841308594,35.86799621582031,35.822998046875,35.89799499511719,35.89898681640625,35.88299560546875,35.858001708984375,36.15699768066406,36.49598693847656,36.75599670410156,35.90899658203125,35.89399719238281,36.071990966796875,36.07398986816406,36.06700134277344,35.61299133300781,34.55999755859375,34.149993896484375,34.10099792480469,33.84599304199219,33.56199645996094,33.11698913574219,30.901992797851562,28.875991821289062,27.885986328125,27.784988403320312,27.781,27.754,27.786,27.829
CUBIC CORP,26.735992431640625,26.735992431640625,26.735992431640625,26.735992431640625,26.735992431640625,26.73699951171875,26.735992431640625,26.735992431640625,26.73199462890625,26.73199462890625,26.73199462890625,26.73199462890625,26.73199462890625,26.72698974609375,26.72698974609375,26.724990844726562,26.7239990234375,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.719985961914062,26.720998764038086,26.718000411987305,26.718000411987305,26.720998764038086,26.720998764038086,26.720998764038086,26.718000000000004,26.721,26.721,26.721
CUBIST PHARMACEUTICALS INC,63.30699157714844,62.6409912109375,61.477996826171875,60.959991455078125,59.52899169921875,59.345001220703125,59.14599609375,58.85398864746094,58.22499084472656,57.977996826171875,57.912994384765625,57.66600036621094,57.55299377441406,57.42999267578125,56.89698791503906,56.446990966796875,56.240997314453125,56.141998291015625,55.86299133300781,55.51499938964844,55.21299743652344,55.00099182128906,54.72698974609375,54.54798889160156,54.2139892578125,53.88398742675781,53.72200012207031,53.425994873046875,53.20899963378906,51.15399169921875,40.326995849609375,40.25898742675781,40.218994140625,40.03099060058594,30.870986938476562,29.698989868164062,29.593994140625,28.701995849609375,28.56298828125,28.56298828125,28.4949951171875,28.298995971679688,28.225997924804688,28.086990356445312,27.949996948242188,27.758,27.201,27.111,23.543
CULLEN/FROST BANKERS INC,61.37300109863281,61.26399230957031,61.2449951171875,61.2449951171875,61.24198913574219,61.108001708984375,60.83599853515625,60.65599060058594,60.4429931640625,60.037994384765625,59.92900085449219,59.65299987792969,59.42298889160156,59.41600036621094,59.29899597167969,59.08099365234375,58.74699401855469,58.6619873046875,58.42298889160156,59.07398986816406,59.97200012207031,59.8389892578125,55.82099914550781,55.5419921875,55.105987548828125,54.483001708984375,52.65699768066406,52.30799865722656,51.8179931640625,51.92399597167969,51.98799133300781,51.52099609375,51.32899475097656,51.7760009765625,51.75199890136719,51.4639892578125,51.34700012207031,51.29499816894531,51.04998779296875,51.019989013671875,51.18798828125,51.35499572753906,51.55400085449219,51.582000732421875,51.550994873046875,51.43,51.79,52.031,52.341
CUMMINS INC,190.1999969482422,191.0,192.8000030517578,194.3000030517578,195.6999969482422,195.60000610351562,195.89999389648438,197.60000610351562,198.3000030517578,198.3000030517578,197.0,197.0,196.1999969482422,195.6999969482422,196.1999969482422,178.1999969482422,195.69998168945312,197.39999389648438,200.39999389648438,201.0,200.79998779296875,202.39996337890625,202.79998779296875,178.0,178.0,179.5999755859375,177.199951171875,176.79998779296875,175.199951171875,173.199951171875,168.39996337890625,163.199951171875,161.5999755859375,155.5999755859375,156.0,155.5999755859375,156.0,155.199951171875,154.0,154.39996337890625,154.0,153.199951171875,153.199951171875,152.39996337890625,153.2,153.2,152.4,152.4,152.4
CURTISS-WRIGHT CORP,46.48500061035156,46.683990478515625,46.608001708984375,46.41899108886719,46.13398742675781,46.10198974609375,46.071990966796875,45.86199951171875,45.623992919921875,45.61199951171875,45.55699157714844,45.2239990234375,45.06498718261719,44.97698974609375,44.9010009765625,44.743988037109375,44.592987060546875,44.472991943359375,44.42900085449219,44.292999267578125,44.02299499511719,43.93598937988281,43.92399597167969,43.803985595703125,43.491973876953125,43.47998046875,43.3499755859375,43.227996826171875,42.8759765625,42.8499755859375,42.73797607421875,41.977996826171875,41.571990966796875,41.42399978637695,41.27199935913086,41.17599868774414,41.0880012512207,40.992000579833984,40.91999816894531,40.667999267578125,40.29999923706055,40.29600143432617,40.28799819946289,40.20800018310547,40.068,40.056,40.044,40.136,40.16
CVB FINANCIAL CORP,104.70700073242188,104.48199462890625,104.58200073242188,106.08399963378906,106.0780029296875,106.07598876953125,105.91799926757812,106.43598937988281,106.29299926757812,106.26399230957031,106.23199462890625,83.32699584960938,83.32699584960938,83.26998901367188,83.26998901367188,83.22099304199219,83.09599304199219,83.16499328613281,83.35299682617188,84.60398864746094,83.53700256347656,84.28199645566929,84.22699309754353,84.15109282734375,84.12688933560821,84.07299613952637,84.0221176147461,83.96987533569336,84.7921142578125,83.41607570648193,83.20123195648193,83.13936471939087,83.16344022750854,82.9967212677002,83.33494544029236,82.69591903686523,82.61840271949768,82.30360627174377,82.26815849542618,82.48322516679764,82.4383294582367,82.20079690217972,82.18308202922344,82.13286735117435,81.98222331702709,81.70897216796875,81.66347900390625,81.6472314453125,81.23454345703125
CVS CAREMARK CORP,1298.0,1308.0,1346.0,1354.0,1363.0,1358.0,1356.0,1371.0,1391.0,1418.762939453125,1457.783935546875,1455.661865234375,1437.06494140625,1435.9599609375,1433.83984375,1428.89501953125,1427.23291015625,1476.785888671875,1469.8798828125,1532.035888671875,825.73681640625,823.27685546875,819.4189453125,817.825927734375,814.307861328125,814.059814453125,811.539794921875,809.52978515625,801.91796875,799.751953125,797.255859375,793.8876953125,790.767578125,789.74365234375,788.3017578125,787.52392578125,786.1416015625,785.65380859375,784.14990234375,783.8876953125,781.77392578125,781.5498046875,787.48974609375,786.61376953125,784.644,782.372,781.334,778.48,783.992
