Company Name,Com Shares Outstanding Qtly[0Q],Com Shares Outstanding Qtly[-1Q],Com Shares Outstanding Qtly[-2Q],Com Shares Outstanding Qtly[-3Q],Com Shares Outstanding Qtly[-4Q],Com Shares Outstanding Qtly[-5Q],Com Shares Outstanding Qtly[-6Q],Com Shares Outstanding Qtly[-7Q],Com Shares Outstanding Qtly[-8Q],Com Shares Outstanding Qtly[-9Q],Com Shares Outstanding Qtly[-10Q],Com Shares Outstanding Qtly[-11Q],Com Shares Outstanding Qtly[-12Q],Com Shares Outstanding Qtly[-13Q],Com Shares Outstanding Qtly[-14Q],Com Shares Outstanding Qtly[-15Q],Com Shares Outstanding Qtly[-16Q],Com Shares Outstanding Qtly[-17Q],Com Shares Outstanding Qtly[-18Q],Com Shares Outstanding Qtly[-19Q],Com Shares Outstanding Qtly[-20Q],Com Shares Outstanding Qtly[-21Q],Com Shares Outstanding Qtly[-22Q],Com Shares Outstanding Qtly[-23Q],Com Shares Outstanding Qtly[-24Q],Com Shares Outstanding Qtly[-25Q],Com Shares Outstanding Qtly[-26Q],Com Shares Outstanding Qtly[-27Q],Com Shares Outstanding Qtly[-28Q],Com Shares Outstanding Qtly[-29Q],Com Shares Outstanding Qtly[-30Q],Com Shares Outstanding Qtly[-31Q],Com Shares Outstanding Qtly[-32Q],Com Shares Outstanding Qtly[-33Q],Com Shares Outstanding Qtly[-34Q],Com Shares Outstanding Qtly[-35Q],Com Shares Outstanding Qtly[-36Q],Com Shares Outstanding Qtly[-37Q],Com Shares Outstanding Qtly[-38Q],Com Shares Outstanding Qtly[-39Q],Com Shares Outstanding Qtly[-40Q],Com Shares Outstanding Qtly[-41Q],Com Shares Outstanding Qtly[-42Q],Com Shares Outstanding Qtly[-43Q],Com Shares Outstanding Qtly[-44Q],Com Shares Outstanding Qtly[-45Q],Com Shares Outstanding Qtly[-46Q],Com Shares Outstanding Qtly[-47Q],Com Shares Outstanding Qtly[-48Q]
SUNCOKE ENERGY INC,70.01300048828125,70.00599670410156,70.00599670410156,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
SUNOCO INC,106.81199645996094,106.75700378417969,121.13899230957031,121.10699462890625,120.59500122070312,120.57899475097656,120.57199096679688,120.55999755859375,116.94499206542969,116.90899658203125,116.89999389648438,116.89599609375,116.87799072265625,116.86199951171875,116.86199951171875,116.85398864746094,117.60699462890625,117.58200073242188,120.36000061035156,121.447998046875,121.30099487304688,123.11698913574219,130.40899658203125,132.61900329589844,133.14999389648438,132.125,136.593994140625,137.67599487304688,138.656005859375,146.25198364257812,150.66799926757812,151.13998413085938,150.76199340820312,154.48800659179688,153.302001953125,153.302001953125,152.87799072265625,152.656005859375,152.64199829101562,152.552001953125,151.0579833984375,157.19998168945312,161.74600219726562,167.80999755859375,179.738,170.04,174.208,176.984,179.738
SUNTRUST BANKS INC,538.055908203125,536.966796875,537.0009765625,536.906982421875,536.81689453125,500.435791015625,499.954833984375,499.928955078125,499.85791015625,499.156982421875,499.14697265625,498.785888671875,356.69287109375,354.514892578125,353.962890625,353.5419921875,349.831787109375,348.410888671875,348.073974609375,349.052978515625,356.5048828125,354.90283203125,363.867919921875,364.12890625,363.3388671875,361.98388671875,361.247802734375,362.159912109375,361.177001953125,360.8408203125,283.0009765625,282.726806640625,282.331787109375,281.9228515625,281.409912109375,281.392822265625,280.02392578125,282.5048828125,285.04296875,286.39697265625,286.2080078125,288.601806640625,288.741943359375,288.511962890625,291.807861328125,296.267,297.792,301.932,302.326
SUPER MICRO COMPUTER INC,40.65299987792969,40.65299987792969,40.45500183105469,40.282989501953125,38.795989990234375,37.68199157714844,37.43598937988281,37.04899597167969,36.59599304199219,35.86799621582031,35.24598693847656,34.77299499511719,34.69099426269531,34.64299011230469,33.430999755859375,32.66899108886719,32.29499816894531,31.235000610351562,30.37799072265625,30.204986572265625,30.156997680664062,22.222991943359375,@NA,22.173995971679688,@NA,@NA,@NA,21.938995361328125,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
SUPERIOR ENERGY SERVICES INC,@NA,80.42500305175781,79.85398864746094,79.822998046875,79.48199462890625,78.95098876953125,78.81500244140625,78.78999328613281,78.56300354003906,78.55899047851562,78.22200012207031,78.17399597167969,78.07598876953125,78.02799987792969,79.4530029296875,80.77200317382812,80.65199279785156,80.6719970703125,81.489990234375,81.45999145507812,80.6719970703125,80.61698913574219,79.82899475097656,79.81500244140625,79.74198913574219,79.5,79.44400024414062,77.77699279785156,77.64900207519531,76.7659912109375,75.04499816894531,74.5,74.40599060058594,74.0989990234375,74.05799865722656,74.02099609375,73.83699035644531,73.81900024414062,73.76799011230469,73.75900268554688,73.68299865722656,69.322998046875,68.75399780273438,68.45899963378906,68.10398864746094,67.803,67.779,67.454,59.969
SUPERIOR INDUSTRIES INTL,27.163986206054688,27.163986206054688,27.159988403320312,27.15399169921875,26.93798828125,26.853988647460938,26.704986572265625,26.707992553710938,26.667999267578125,26.667999267578125,26.667999267578125,26.667999267578125,26.667999267578125,26.667999267578125,26.667999267578125,26.65899658203125,26.642990112304688,26.63299560546875,26.628997802734375,26.61199951171875,26.610000610351562,26.610000610351562,26.610000610351562,26.610000610351562,26.610000610351562,26.610000610351562,26.610000610351562,26.610000610351562,26.620986938476562,26.620986938476562,26.636993408203125,26.62799072265625,26.6669921875,26.768997192382812,26.707992553710938,26.6619873046875,26.662994384765625,26.572998046875,26.589996337890625,26.617996215820312,26.02398681640625,25.932998657226562,25.89898681640625,25.938995361328125,25.907989501953125,25.84,25.821,25.916,26.113
SUPERTEX INC,12.055999755859375,12.168999671936035,12.67199993133545,12.807999610900879,13.067000389099121,12.996000289916992,12.982000350952148,12.944000244140625,12.934000015258789,12.913999557495117,12.892999649047852,12.871999740600586,12.868000030517578,12.845999717712402,12.835000038146973,12.74899959564209,13.58899974822998,13.77299976348877,13.737000465393066,13.793999671936035,13.798999786376953,13.682000160217285,13.678999900817871,13.607999801635742,13.529999732971191,13.263999938964844,13.060999870300293,13.086000442504883,13.050999641418457,12.973999977111816,12.904000282287598,12.888999938964844,12.788999557495117,12.744000434875488,12.706999778747559,12.657999992370605,12.657999992370605,12.616000175476074,12.597000122070312,12.543999671936035,12.460000038146973,12.420000076293945,12.413999557495117,12.394,12.405,12.37,13.064,12.251,12.132
SUPERVALU INC,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,211.0,213.0,209.0,207.0,207.0,210.0,136.43699645996094,136.23899841308594,136.16900634765625,135.69200134277344,135.47799682617188,134.6529998779297,134.20700073242188,136.02999877929688,134.75999450683594,133.91000366210938,134.0,133.8040008544922,133.68800354003906,133.68699645996094,133.61900329589844,134.04800415039062,132.88900756835938,133.67100524902344,133.38099670410156,132.8350067138672,132.374,132.376,132.321,132.321,134.662
SURMODICS INC,17.527999877929688,17.530990600585938,17.524993896484375,17.518997192382812,17.488998413085938,17.423995971679688,17.414993286132812,17.416000366210938,17.472991943359375,17.470993041992188,17.468994140625,17.462997436523438,17.503997802734375,18.029998779296875,18.196990966796875,18.233993530273438,18.272994995117188,18.164993286132812,17.978988647460938,17.944000244140625,18.392990112304688,18.829986572265625,18.763992309570312,18.711990356445312,18.551986694335938,18.535995483398438,18.332000732421875,18.288986206054688,17.613998413085938,17.5369873046875,17.52398681640625,17.498992919921875,17.465988159179688,17.438995361328125,17.430999755859375,17.358993530273438,17.298995971679688,17.271987915039062,17.2239990234375,16.964996337890625,16.785995483398438,16.760986328125,16.745986938476562,16.728988647460938,16.620986938476562,16.556,15.65,15.606,15.492
SUSQUEHANNA BANCSHARES INC,187.8560028076172,156.86700439453125,130.11000061035156,130.06700134277344,129.97300720214844,129.96600341796875,129.7949981689453,129.69500732421875,129.64500427246094,86.4739990234375,86.39399719238281,86.32598876953125,86.24198913574219,86.17399597167969,86.08999633789062,86.04399108886719,85.97698974609375,85.93499755859375,52.207000732421875,52.201995849609375,52.13999938964844,52.08000183105469,51.83000183105469,51.79899597167969,46.92799377441406,46.852996826171875,46.80999755859375,46.694000244140625,46.62300109863281,46.592987060546875,46.50498962402344,46.425994873046875,39.86799621582031,39.860992431640625,39.82899475097656,39.756988525390625,39.67498779296875,39.63800048828125,39.614990234375,39.433990478515625,39.3699951171875,39.343994140625,39.30799865722656,39.26499938964844,39.222991943359375,39.221,39.226,39.269,39.278
SVB FINANCIAL GROUP,44.08699035644531,43.50799560546875,43.26899719238281,43.13600158691406,42.697998046875,42.26799011230469,41.964996337890625,41.88600158691406,41.5260009765625,41.33799743652344,33.201995849609375,33.14299011230469,32.93598937988281,32.9169921875,32.735992431640625,32.25199890136719,31.879989624023438,32.670989990234375,33.447998046875,34.386993408203125,34.22999572753906,34.4010009765625,34.253997802734375,34.858001708984375,35.44599914550781,35.102996826171875,35.12300109863281,35.09700012207031,35.40699768066406,35.970001220703125,35.75498962402344,35.576995849609375,35.23699951171875,35.02799987792969,34.59599304199219,34.489990234375,38.873992919921875,40.57798767089844,42.97200012207031,45.65399169921875,45.558990478515625,45.38999938964844,47.43199157714844,48.51799011230469,49.472991943359375,48.978,48.862,46.283,46.008
SWIFT ENERGY CO,42.48500061035156,42.4739990234375,42.46598815917969,42.40899658203125,41.998992919921875,37.88299560546875,37.87699890136719,37.81199645996094,37.45599365234375,37.43798828125,31.188995361328125,31.159988403320312,30.868988037109375,30.850997924804688,30.740997314453125,30.50799560546875,30.179000854492188,30.083999633789062,29.998992919921875,29.8909912109375,29.742996215820312,29.300994873046875,29.222000122070312,29.114990234375,29.009994506835938,28.707000732421875,28.555999755859375,28.232986450195312,28.089996337890625,27.98699951171875,27.9119873046875,27.620986938476562,27.483993530273438,27.441986083984375,27.4169921875,27.284988403320312,27.201995849609375,27.1929931640625,26.881988525390625,25.103988647460938,24.795989990234375,24.771987915039062,24.74798583984375,24.709991455078125,24.608,21.426,21.327,20.885,20.824
SWS GROUP INC,32.32499694824219,32.2760009765625,32.28498840332031,32.32398986816406,32.28199768066406,32.29798889160156,32.34199523925781,32.35899353027344,32.360992431640625,27.371994018554688,27.26300048828125,27.2969970703125,27.2869873046875,27.294998168945312,27.195999145507812,27.044998168945312,27.617996215820312,27.589996337890625,27.491989135742188,27.438995361328125,27.24748992919922,26.699981689453125,26.591995239257812,26.47199249267578,26.225990295410156,26.108985900878906,25.994979858398438,25.952980041503906,25.89598846435547,25.75499725341797,25.665000915527344,25.585487365722656,25.576492309570312,25.529983520507812,25.435501098632812,25.2974853515625,25.30199432373047,25.44298553466797,25.861495971679688,25.846481323242188,25.775985717773438,25.738494873046875,25.8720001296997,26.195400288677206,26.21024999892711,26.218500187635414,26.223120826721193,21.46600567674637,21.4333356757164
SYKES ENTERPRISES INC,44.006988525390625,44.489990234375,46.96598815917969,46.94200134277344,46.98500061035156,46.98500061035156,46.98399353027344,47.25999450683594,41.48799133300781,41.305999755859375,41.201995849609375,41.144989013671875,41.17498779296875,41.20799255371094,41.14898681640625,41.08599853515625,40.839996337890625,40.839996337890625,40.83699035644531,40.79998779296875,40.550994873046875,40.550994873046875,39.88899230957031,39.68798828125,39.2969970703125,39.31700134277344,39.27699279785156,39.19599914550781,39.18798828125,39.17799377441406,39.22200012207031,40.154998779296875,40.2139892578125,40.18499755859375,40.35099792480469,40.31700134277344,40.391998291015625,40.39898681640625,40.45500183105469,40.37599182128906,40.29998779296875,40.16099548339844,40.17298889160156,40.13499450683594,40.103,40.55,42.036,43.009,42.734
SYMANTEC CORP,729.44384765625,737.162841796875,749.745849609375,758.0,763.2490234375,776.25390625,789.341796875,798.0,806.239013671875,810.559814453125,814.5048828125,816.974853515625,820.98486328125,836.012939453125,837.6728515625,839.386962890625,845.205810546875,864.948974609375,881.327880859375,899.4169921875,927.50390625,941.307861328125,987.548828125,1040.885009765625,1042.2919921875,1117.073974609375,713.845947265625,710.52197265625,707.850830078125,632.681640625,627.36181640625,623.7080078125,620.65185546875,614.8880004882812,604.72802734375,595.1400146484375,585.1199951171875,573.2880249023438,579.2080078125,574.2360229492188,562.06396484375,556.552001953125,593.760009765625,576.048,607.792,488.784,487.24,482.472,472.928
SYMMETRICOM INC,42.11199951171875,42.11199951171875,42.73899841308594,42.959991455078125,43.25599670410156,43.38600158691406,43.27899169921875,43.69898986816406,43.84599304199219,43.58599853515625,43.722991943359375,43.555999755859375,43.62098693847656,43.977996826171875,44.48199462890625,44.92498779296875,44.947998046875,44.972991943359375,46.02398681640625,46.52799987792969,46.32598876953125,46.26799011230469,45.9429931640625,45.74299621582031,45.925994873046875,46.00898742675781,46.20098876953125,46.32899475097656,46.30198669433594,45.980987548828125,45.23199462890625,44.91499328613281,44.868988037109375,43.800994873046875,43.447998046875,42.490997314453125,42.14399719238281,42.08299255371094,22.043991088867188,22.130996704101562,22.243988037109375,22.29998779296875,22.689987182617188,23.650985717773438,23.732986450195312,23.36199951171875,23.51300048828125,22.9125,22.631999999999998
SYMMETRY MEDICAL INC,36.425994873046875,36.28399658203125,36.28599548339844,36.36799621582031,35.94999694824219,35.94200134277344,35.944000244140625,35.95399475097656,35.839996337890625,35.805999755859375,35.81098937988281,35.79899597167969,35.800994873046875,35.83099365234375,35.79499816894531,35.46699523925781,35.444000244140625,35.444000244140625,35.43499755859375,35.29399108886719,35.10699462890625,35.09999084472656,34.89399719238281,34.87998962402344,34.70399475097656,34.683990478515625,33.41600036621094,33.18598937988281,33.17399597167969,31.852996826171875,@NA,@NA,15.788999557495117,@NA,@NA,@NA,7.381999969482422,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
SYNAPTICS INC,33.67399597167969,32.86698913574219,32.17799377441406,33.46598815917969,34.17799377441406,33.58699035644531,34.54399108886719,34.02099609375,33.59098815917969,33.295989990234375,33.968994140625,34.69099426269531,34.11399841308594,33.873992919921875,33.74699401855469,33.41249084472656,34.77898406982422,40.531494140625,39.84899139404297,39.118492126464844,38.12248992919922,38.95948791503906,37.582489013671875,37.733985900878906,37.358985900878906,36.57298278808594,36.34199523925781,37.91999816894531,39.556480407714844,39.2039794921875,37.74748992919922,37.480499267578125,37.22099304199219,36.39598846435547,36.071983337402344,35.753997802734375,35.35047912597656,35.15398406982422,35.006996154785156,34.774497985839844,34.765480041503906,10.45949935913086,10.01550006866455,9.903000354766846,@NA,@NA,@NA,8.922,@NA
SYNCHRONOSS TECHNOLOGIES,38.39399719238281,38.102996826171875,38.05799865722656,37.756988525390625,36.86299133300781,31.80999755859375,31.365997314453125,31.246994018554688,31.103988647460938,31.031997680664062,31.001998901367188,30.881988525390625,30.87799072265625,30.794998168945312,31.879989624023438,32.73699951171875,32.62998962402344,32.48899841308594,32.378997802734375,32.31298828125,32.15399169921875,31.935989379882812,30.95098876953125,10.645999908447266,10.42300033569336,@NA,@NA,@NA,10.407999992370605,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA
SYNNEX CORP,36.53900146484375,36.16400146484375,36.07798767089844,35.6929931640625,35.644989013671875,35.56999206542969,35.10499572753906,35.06098937988281,33.87998962402344,33.60198974609375,33.10099792480469,32.62799072265625,32.33299255371094,31.953994750976562,31.768997192382812,31.608993530273438,31.45599365234375,31.327987670898438,31.142990112304688,31.014999389648438,30.641998291015625,30.47698974609375,30.1929931640625,29.618988037109375,29.301986694335938,28.947998046875,28.855987548828125,28.666000366210938,28.280990600585938,27.72698974609375,27.032989501953125,26.654998779296875,26.365997314453125,22.117996215820312,@NA,@NA,@NA,22.08099365234375,@NA,@NA,@NA,44.095001220703125,@NA,@NA,@NA,@NA,@NA,@NA,@NA
SYNOPSYS INC,143.9429931640625,143.30799865722656,143.66600036621094,146.48500061035156,149.24600219726562,148.47900390625,147.53700256347656,149.802001953125,146.54400634765625,146.94500732421875,144.2949981689453,144.1219940185547,142.00999450683594,141.78599548339844,142.843994140625,141.75599670410156,143.66299438476562,146.36500549316406,143.63400268554688,144.73699951171875,144.29400634765625,140.5679931640625,140.40899658203125,143.83299255371094,142.67999267578125,145.89700317382812,144.19200134277344,143.73599243164062,145.20599365234375,147.3780059814453,154.7790069580078,155.2469940185547,155.6840057373047,155.83700561523438,154.093994140625,147.93399047851562,148.66000366210938,147.12399291992188,152.20999145507812,123.27398681640625,121.32199096679688,118.85598754882812,117.92599487304688,121.28399658203125,121.48797607421875,125.754,129.782,143.018,140.568
SYNOVUS FINANCIAL CORP,780.8818359375,785.294921875,785.280029296875,785.27880859375,785.27392578125,785.262939453125,785.056884765625,785.055908203125,489.843994140625,489.827880859375,480.387939453125,330.376953125,330.386962890625,330.333984375,330.294921875,330.15380859375,330.087890625,329.867919921875,328.433837890625,327.4169921875,326.849853515625,325.552001953125,324.81201171875,323.435791015625,319.703857421875,312.639892578125,312.282958984375,311.518798828125,311.02099609375,309.974853515625,309.537841796875,308.975830078125,304.435791015625,302.08984375,301.44189453125,301.14892578125,305.1708984375,300.39794921875,299.703857421875,296.39599609375,295.251953125,294.673828125,291.056884765625,290.614990234375,289.765869140625,284.643,284.179,284.086,282.282
SYSCO CORP,583.822998046875,587.505859375,591.577880859375,582.826904296875,581.412841796875,586.180908203125,588.406005859375,591.302001953125,592.073974609375,591.31396484375,590.02587890625,589.31689453125,591.428955078125,601.0908203125,601.23291015625,600.0859375,605.0478515625,608.91796875,611.83984375,617.160888671875,617.475830078125,619.031005859375,618.89599609375,618.206787109375,618.516845703125,622.572021484375,628.56787109375,633.031005859375,636.544921875,638.0888671875,636.534912109375,637.972900390625,642.204833984375,644.77880859375,643.64794921875,646.014892578125,649.223876953125,653.539794921875,653.541015625,663.68994140625,660.097900390625,662.15283203125,665.137939453125,672.5439453125,663.747802734375,664.4296875,662.968,665.718,659.11
TAKE-TWO INTERACTIVE SFTWR,90.03500366210938,86.36599731445312,86.36000061035156,86.11900329589844,84.61199951171875,@NA,@NA,81.92500305175781,79.66299438476562,78.6669921875,78.75700378417969,77.69400024414062,77.58599853515625,77.14599609375,76.12599182128906,74.27299499511719,73.98699951171875,72.97099304199219,72.79499816894531,72.7449951171875,72.572998046875,72.51499938964844,71.47099304199219,70.6669921875,70.70199584960938,71.1929931640625,69.59099578857422,68.15998077392578,67.57349395751953,67.2359848022461,66.87000274658203,66.34048461914062,64.93048095703125,62.290489196777344,61.44749450683594,60.542999267578125,58.52998352050781,56.297996520996094,55.23149871826172,54.96148681640625,54.36298370361328,49.28398132324219,49.45198059082031,46.759499999999996,46.437,43.3185,35.217,34.6275,34.311
